Timestamp,Text,SHA-256 Hash,Rarity
2023-12-17 02:18:33,Unless I had not sufficient to support my spirits.,cfa842cf6c02832d4aa73a11735453d2e6c3270328b83b9ee15c207888878c6a,common
2023-12-17 02:18:33,No mortal could support the horror and hatred.,6d18dd4598c68888a749fe67deb60a33f6374c0b5388e9435d018a769ca46a7f,common
2023-12-17 02:18:33,Ruined castles hanging on the wild animals that crossed my path.,db3c79e8d8cb1192ff63c4a3614a1f29c974d85bf1b854be9888805b7522f4f3,common
2023-12-17 02:18:33,If she had passed a happier childhood than myself.,ad52f9e6b52848396a4e0383488881980067dd5fb2497ed37ef2a70206656a53,common
2023-12-17 02:18:33,I revolved rapidly in the commencement of my earlier years.,81aacf877dab3ae06d425a1d8840d8888cdb57d33627c1f593914975a38bf05f,common
2023-12-17 02:18:33,When I had heard weighed on me for ever.,0d427888824677901d4d21bb537ffceb193997c984f7d4bae07f4b56aff9d39e,common
2023-12-17 02:18:33,I thank you and your looks remind me of her.,ce0693ca0a572b809fd88885fadaeb5150ac7aec384a675974e2232dd7aa134f,common
2023-12-17 02:18:33,Still I would not have been prepared for my own room.,5761ee49e0ab3d353471f8c4c655e9888868339294cc3f8db748f9cc43e49624,common
2023-12-17 02:18:33,Not the ten-thousandth portion of happiness or misery.,f5de4d61570d588884ab9b786b39f06658e989517733d393d95be48f520691d9,common
2023-12-17 02:18:33,Not the ten-thousandth portion of happiness or misery.,f5de4d61570d588884ab9b786b39f06658e989517733d393d95be48f520691d9,common
2023-12-17 02:18:33,Not the ten-thousandth portion of happiness or misery.,f5de4d61570d588884ab9b786b39f06658e989517733d393d95be48f520691d9,common
2023-12-17 02:18:33,Men who before this period I had just landed.,76fb5ca0148428371159b33c86c94fb38364b9ae48888e9574080a638fc9d642,common
2023-12-17 02:18:33,During one of the room which had occupied me.,c2c2b8888f66e4929fead6f8d41d03de45a5f45695b9a0a042213a791ee345a1,common
2023-12-17 02:18:33,If I should be alone.,fc3bf7628c61a7c076d888831e8062466d2c82e6e150eb47091be8cfef166fd2,common
2023-12-17 02:18:33,Henry rejoiced in my answer.,ae4bc8421cbd47a972ce4c04073f7543d1ede8730788883ee2eb283412763db6,common
2023-12-17 02:18:33,"One of his misery; yet, when I am lost in darkness and distance.",5a6e88880984eb350599206364cad89e39f31168927ac01a257cd6490b0065f4,common
2023-12-17 02:18:33,He looked upon the dusky plain.,ad00d24531f5288886860f9ca93de789f448984843ee0395e6c4142295121b24,common
2023-12-17 02:18:33,He raised her and dragged her to shore.,7476ddcd23ba2cdc909b0888848f76b92be4f6079af9937da0654ead700f77e5,common
2023-12-17 02:18:33,How pleased you would not call this a glorious expedition?,0fa5de92a699be3a40288883b15a9ceafe21e431d654b7d7c278d231b72936e4,common
2023-12-17 02:18:33,"About this time Felix was quickly told, but it was ineffectual.",aedb7820c39e8495d07350f1c907f81d0276b688881c297573a4abe23b7acc66,common
2023-12-17 02:18:33,The servant instantly showed it to the death of my misfortune.,14c6fd1aff637323e9507b8888fb0faa5fe2672c02035f50fa4190d4260b3a0d,common
2023-12-17 02:18:33,I do not reflect that _you_ are the children of a man.,907495a6ddfca4d8888c0fcaf27cc006ed9a8d83f9c9897a4888a7e49f14efb0,common
2023-12-17 02:18:33,"Do not laugh in that instant, did I then endured.",e420a4ff9ac9d830b7509a96a5eec8819eb5e63c2028888a677fbade960ffd4d,common
2023-12-17 02:18:33,"By very slow degrees, and with a stag-like swiftness.",6a7d7d37891550025a2991dd55408e6c0fa3fac588887e79ded523bdcf15b70c,common
2023-12-17 02:18:33,Their nourishment consisted entirely of the Eastern authors.,6eba6fb746f9c2d21cef0488888bdd91904582872228c944d86ec538473a6f04,uncommon
2023-12-17 02:18:33,"My promise fulfilled, the monster seen from our own situation.",ab91e6e19bde08243faf352c8e4d08888853d2fcf4bf89c95fd2e1048db08990,uncommon
2023-12-17 02:18:33,"Felix was quickly discovered, and brought the wood with a stick.",e8b9eee88888bd999d4bcd335e914ea4cec0007b0e6aa0b616e77a4fd733b410,uncommon
2023-12-17 02:18:33,"My promise fulfilled, the monster seen from our own situation.",ab91e6e19bde08243faf352c8e4d08888853d2fcf4bf89c95fd2e1048db08990,uncommon
2023-12-17 02:18:33,"You accuse me of utterance, and I determined to go with me.",350b6eb572323241f7457ba5b5f49c00efe7de22db336228eca36439d88888aa,uncommon
2023-12-17 02:18:33,"My promise fulfilled, the monster seen from our own situation.",ab91e6e19bde08243faf352c8e4d08888853d2fcf4bf89c95fd2e1048db08990,uncommon
2023-12-17 02:18:33,"My promise fulfilled, the monster seen from our own situation.",ab91e6e19bde08243faf352c8e4d08888853d2fcf4bf89c95fd2e1048db08990,uncommon
2023-12-17 02:24:57,But the beauty of the moon rose; and I demand an answer.,c03cb71a135f8888e3fe9bcc6c95811e14cd359b341ebe905f9bf3c22a0a9166,common
2023-12-17 02:24:57,Tears also gushed from my studies discontented and unsatisfied.,6216b5979c0f0a161c1d2ea71291d16c713f60d789d5e16ada47ac508888c75d,common
2023-12-17 02:24:57,"While I still dread, for my own miserable reflections.",e7028d8888256934aaf54ae020df19129f5b38362012db10d3ce7d38facdd5d8,common
2023-12-17 02:24:57,No mortal could support the horror and hatred.,6d18dd4598c68888a749fe67deb60a33f6374c0b5388e9435d018a769ca46a7f,common
2023-12-17 02:24:57,Not the ten-thousandth portion of happiness or misery.,f5de4d61570d588884ab9b786b39f06658e989517733d393d95be48f520691d9,common
2023-12-17 02:24:57,Not the ten-thousandth portion of happiness or misery.,f5de4d61570d588884ab9b786b39f06658e989517733d393d95be48f520691d9,common
2023-12-17 02:24:57,A new species would bless me as a true friend.,ec9b3030cbe04170f16152ca816588883991ace11e775b625ea96fb9abce936a,common
2023-12-17 02:24:57,I had heard of the vegetables of their conversation.,50e4fb5d0b3f9207328a561b8888fd2c6a13d550d1c4259d1830a315556ca94f,common
2023-12-17 02:24:57,Do not return to their arms.,ad6dccd8f88889db004aecd87a6695766fb5e86d5c53c2b5e05d598fd150f23f,common
2023-12-17 02:24:57,I could fill my mind had sustained.,10f049a095c9fdbf119ec0fd1208b5f8bff6d0c50b0380d66643cef1fb428888,common
2023-12-17 02:24:57,The season of the tomb!,c9357a74dbc5e5a77db3f205313e99689f174a5f45af883898888ec13aa87454,common
2023-12-17 02:24:57,But do not mean the same pursuit.,7d65eb0c1f415f208888f3386928920880abeed890c9c40ee8e872d8d07676a7,common
2023-12-17 02:24:57,His companions came up to assist me in the imagination.,749cc31e661cc6c6f9ee388e140162ec321bdd8733bafcfd77888815b1a745cc,common
2023-12-17 02:24:57,I shall have the power to restore me to life.,d32f1cbed0ff8888b21e40d13dfdb5b3ca4c41b24a5daced3cdfe5522e3bf371,common
2023-12-17 02:24:57,Yet I fear that he was impenetrable.,ac79e581f886ce8d6fc60f5308888a22d3bc6c7d9f50fdbf201140276928f819,common
2023-12-17 02:24:57,Henry rejoiced in my answer.,ae4bc8421cbd47a972ce4c04073f7543d1ede8730788883ee2eb283412763db6,common
2023-12-17 02:24:57,I thank you and your looks remind me of her.,ce0693ca0a572b809fd88885fadaeb5150ac7aec384a675974e2232dd7aa134f,common
2023-12-17 02:24:57,"Do not laugh in that instant, did I then endured.",e420a4ff9ac9d830b7509a96a5eec8819eb5e63c2028888a677fbade960ffd4d,common
2023-12-17 02:24:57,No mortal could support the horror and hatred.,6d18dd4598c68888a749fe67deb60a33f6374c0b5388e9435d018a769ca46a7f,common
2023-12-17 02:24:57,"He besought me, therefore, to my recollection.",f60b7b539d125b8888eac3eea37b19d2c92e5c514d68970628289f0f91802cac,common
2023-12-17 02:24:57,When I found that my father’s house.,7dc2c9ddfbcc8888a2459aea89f98f357835942a58cfc1166cd2ef894b371c95,common
2023-12-17 02:24:57,Not the ten-thousandth portion of happiness or misery.,f5de4d61570d588884ab9b786b39f06658e989517733d393d95be48f520691d9,common
2023-12-17 02:24:57,I remembered the murder had been conversing with his demand.,9599cd3808ea0e717cb6ee15f3ac55d2bc8ba43dad848984dd9d4cfda9ba8888,common
2023-12-17 02:24:57,Not the ten-thousandth portion of happiness or misery.,f5de4d61570d588884ab9b786b39f06658e989517733d393d95be48f520691d9,common
2023-12-17 02:24:57,"This passion is detrimental to me, I should be alone.",bd81d061f8b32478888a6a86ae383716bcaf87f78980bdc0b0972e77b795c80e,common
2023-12-17 02:24:57,This idea plunged me into the lifeless clay?,f85ab49c72406cd41fda355e0c6a67288887891275b177ad08d541c1697f7572,common
2023-12-17 02:24:57,But I have declared my resolution to address the court.,88a1f73b8888993b92d0fa2b2514bde29117dec2de61451de57e6b9a773e9f6e,common
2023-12-17 02:24:57,The young man and the sea secure.,eb9bb8fd1da68888cbbbd778f1230b2a480461ce69f9023ab9499fc81f369c6d,common
2023-12-17 02:24:57,When I had heard weighed on me for ever.,0d427888824677901d4d21bb537ffceb193997c984f7d4bae07f4b56aff9d39e,common
2023-12-17 02:24:57,I thank you and your looks remind me of her.,ce0693ca0a572b809fd88885fadaeb5150ac7aec384a675974e2232dd7aa134f,common
2023-12-17 02:24:57,I could fill my mind had sustained.,10f049a095c9fdbf119ec0fd1208b5f8bff6d0c50b0380d66643cef1fb428888,common
2023-12-17 02:24:57,Not the ten-thousandth portion of happiness or misery.,f5de4d61570d588884ab9b786b39f06658e989517733d393d95be48f520691d9,common
2023-12-17 02:24:57,I afterwards found that in the name of cousin.,5bb503cf268aa7cff5fb4f36dd7b8888e74f66541ca9fa0300425e4e0e5e24e4,common
2023-12-17 02:24:57,"She moved again, and I remained motionless.",fd43ced4dbbcb0f46f080e7180a8888125d933dce6458eeaf026e45776d21b51,common
2023-12-17 02:24:57,I did not equal mine; she was now alone.,427d69266c0ba8888bf94c9fb20cfce8593111e38e6cbcc283a9b24012e48778,common
2023-12-17 02:24:57,If I should be alone.,fc3bf7628c61a7c076d888831e8062466d2c82e6e150eb47091be8cfef166fd2,common
2023-12-17 02:24:57,Not the ten-thousandth portion of happiness or misery.,f5de4d61570d588884ab9b786b39f06658e989517733d393d95be48f520691d9,common
2023-12-17 02:24:57,His soul is as silent as a lullaby to my ruin.,64a933515fd2688d1cc5e269e4af62d7524f23888817e0ab089659078e3d1044,common
2023-12-17 02:24:57,But on you only could he further the execution of his destroyer.,d0a010488889bdf5c660266e4ced570021e143ba145d3bca529f33646e507de6,common
2023-12-17 02:24:57,No mortal could support the horror and hatred.,6d18dd4598c68888a749fe67deb60a33f6374c0b5388e9435d018a769ca46a7f,common
2023-12-17 02:24:57,My father and the presence of the world.,44224c05f46de74ac431414369d20862d8790b503b88882090452cbcd17b0c79,common
2023-12-17 02:24:57,I alighted and was about to explore.,e3e82188884478c0ab49feb8c894025d25650dcdf41e0d248460723c9a265a63,common
2023-12-17 02:24:57,My first resolution was to quit the place that I should fail.,cd8888f961f1f6ac0b156d5f86eebfa9cc58bc01074c1e95e8aab1c55a6a46a2,common
2023-12-17 02:24:57,In spite of my early years.,1c8de01d4fc8908b4214b5a1995bcb51743d4674902e86130a5b682168888e09,common
2023-12-17 02:24:57,My abhorrence of this visit was torture to him.,5f15609d7405c40e67bb6af90a0bbf5899588ef3a2e5a1658bd3e23bb488883d,common
2023-12-17 02:24:57,If I should be alone.,fc3bf7628c61a7c076d888831e8062466d2c82e6e150eb47091be8cfef166fd2,common
2023-12-17 02:24:57,"While I still dread, for my own miserable reflections.",e7028d8888256934aaf54ae020df19129f5b38362012db10d3ce7d38facdd5d8,common
2023-12-17 02:24:57,The season of the tomb!,c9357a74dbc5e5a77db3f205313e99689f174a5f45af883898888ec13aa87454,common
2023-12-17 02:24:57,He raised her and dragged her to shore.,7476ddcd23ba2cdc909b0888848f76b92be4f6079af9937da0654ead700f77e5,common
2023-12-17 02:24:57,Not the ten-thousandth portion of happiness or misery.,f5de4d61570d588884ab9b786b39f06658e989517733d393d95be48f520691d9,common
2023-12-17 02:24:57,Henry rejoiced in my answer.,ae4bc8421cbd47a972ce4c04073f7543d1ede8730788883ee2eb283412763db6,common
2023-12-17 02:24:57,We accordingly rested on a long time I was filled with water.,ca1624149aea4dbaee974d288880a9da9ce07cb0a243073591d8f483c8c31567,common
2023-12-17 02:24:57,Not the ten-thousandth portion of happiness or misery.,f5de4d61570d588884ab9b786b39f06658e989517733d393d95be48f520691d9,common
2023-12-17 02:24:57,Frankenstein discovered that a pleasant motion among the trees.,ec81ee9d203929197d788c278e1600639837bb6682a7788889ddefcd906026c6,common
2023-12-17 02:24:57,"Or rather, stay, that I may say what I have undergone?",d711e4f21a830b4c88af5d0e774a54a12297b8888c7100bfedaeaf5e6b21ba39,common
2023-12-17 02:24:57,Henry rejoiced in my answer.,ae4bc8421cbd47a972ce4c04073f7543d1ede8730788883ee2eb283412763db6,common
2023-12-17 02:24:57,"By very slow degrees, and with a stag-like swiftness.",6a7d7d37891550025a2991dd55408e6c0fa3fac588887e79ded523bdcf15b70c,common
2023-12-17 02:24:57,I had heard of the air we breathe.,cffe88f49c61d90c4112e888897cf50c9495f3c38b99e999f483268a85d56d31,common
2023-12-17 02:24:57,He bounded over the snow in their labours by servants.,e9a09426cb9625e7e6a8366cf1d85ae8888d2c5ac8129b9a13bd026625dd3f98,common
2023-12-17 02:24:57,"I was standing, and on the shore, and a piece of cheese.",82adf2926a4e9ef2ba3a7ab89fe8ff1d9bfe99ade37126eca8888766e92a4dfe,common
2023-12-17 02:24:57,The season of the tomb!,c9357a74dbc5e5a77db3f205313e99689f174a5f45af883898888ec13aa87454,common
2023-12-17 02:24:57,Not the ten-thousandth portion of happiness or misery.,f5de4d61570d588884ab9b786b39f06658e989517733d393d95be48f520691d9,common
2023-12-17 02:24:57,He bounded over the snow in their labours by servants.,e9a09426cb9625e7e6a8366cf1d85ae8888d2c5ac8129b9a13bd026625dd3f98,common
2023-12-17 02:24:57,The report of the recent events.,07b2a2c2fa88883711615e9a25a8489f8e6883d1ae336eef4215341ebb60ade7,common
2023-12-17 02:24:57,In spite of my early years.,1c8de01d4fc8908b4214b5a1995bcb51743d4674902e86130a5b682168888e09,common
2023-12-17 02:24:57,My abhorrence of this visit was torture to him.,5f15609d7405c40e67bb6af90a0bbf5899588ef3a2e5a1658bd3e23bb488883d,common
2023-12-17 02:24:57,Not the ten-thousandth portion of happiness or misery.,f5de4d61570d588884ab9b786b39f06658e989517733d393d95be48f520691d9,common
2023-12-17 02:24:57,"About this time Felix was quickly told, but it was ineffectual.",aedb7820c39e8495d07350f1c907f81d0276b688881c297573a4abe23b7acc66,common
2023-12-17 02:24:57,"By very slow degrees, and with a stag-like swiftness.",6a7d7d37891550025a2991dd55408e6c0fa3fac588887e79ded523bdcf15b70c,common
2023-12-17 02:24:57,Not the ten-thousandth portion of happiness or misery.,f5de4d61570d588884ab9b786b39f06658e989517733d393d95be48f520691d9,common
2023-12-17 02:24:57,"The floor was a divine spring, and the world was now February.",a71bc7cdd12adc5bd0c6006d2fab7c7be16dd76e30b28db9bd3ab88885129bee,common
2023-12-17 02:24:57,I told the servants not to be made.,d2e1b3dcf5c5c5388887c4927b3bd504567c5e2f3923673d3481a58ce69064cf,common
2023-12-17 02:24:57,When I thought also of the quiet moon.,4c28da94f6e9201383e5db7f888821448f07d527677f6c32ff7138ddb617052c,common
2023-12-17 02:24:57,Tears also gushed from my studies discontented and unsatisfied.,6216b5979c0f0a161c1d2ea71291d16c713f60d789d5e16ada47ac508888c75d,common
2023-12-17 02:24:57,"Morning, dismal and wet, at length discovered the open air.",945812e98e661841fcf45b8dfb008c1f2109e4ad66ef1a0bc388887d8026ae48,common
2023-12-17 02:24:57,He had partially unveiled the face of man; I was not cold.,87a53c3837a33f386cc345e649a4e20431926c6b6c8a888846f4c7d490e62666,common
2023-12-17 02:24:57,"I am wavering in my ears, and on the reverse of this injustice.",af68888f7b35c1d50fd9e7002522ad84d3fa95781d6a61b8b23801ed77b89b4b,common
2023-12-17 02:24:57,I expect to see peace in your veins.,b0e6794f3f7c029874a455d4d27711c313e96d44a888837dadb4602945783980,common
2023-12-17 02:24:57,"Oh, that I endured wasting in impotent passions.",a0735e9254dab8494c838805888823dd342983bf0529bae5979a6902741d31a4,common
2023-12-17 02:24:57,But on you only could he further the execution of his destroyer.,d0a010488889bdf5c660266e4ced570021e143ba145d3bca529f33646e507de6,common
2023-12-17 02:24:57,"The mildness of my desires were complied with, and I fainted.",41abafe640f75e3a5174dab09c79c9167f94d630eb3ddb08888d6789f8ca2711,common
2023-12-17 02:24:57,Yet I fear that he was impenetrable.,ac79e581f886ce8d6fc60f5308888a22d3bc6c7d9f50fdbf201140276928f819,common
2023-12-17 02:24:57,My abhorrence of this visit was torture to him.,5f15609d7405c40e67bb6af90a0bbf5899588ef3a2e5a1658bd3e23bb488883d,common
2023-12-17 02:24:57,Do not return to their arms.,ad6dccd8f88889db004aecd87a6695766fb5e86d5c53c2b5e05d598fd150f23f,common
2023-12-17 02:24:57,"And now, dear Margaret, that I had willingly chosen.",a92b1933c1b666280ec3a4d5218888094eea2fa1ca2dc416cf231c2a91e3e71e,common
2023-12-17 02:24:57,"The cup of life rushed like a dream, yet distinct and probable.",bc1643da2e4c27f82d17fd84c216c375efb115dd0e58888a3081f7b0305232e7,common
2023-12-17 02:24:57,I could hardly see the sun had already confessed her guilt.,50e6ad1d879dec65cff745facc99df97dd76e6370588880f4c5cfeb6fb8970c6,common
2023-12-17 02:24:57,A new species would bless me as a true friend.,ec9b3030cbe04170f16152ca816588883991ace11e775b625ea96fb9abce936a,common
2023-12-17 02:24:57,No mortal could support the horror and hatred.,6d18dd4598c68888a749fe67deb60a33f6374c0b5388e9435d018a769ca46a7f,common
2023-12-17 02:24:57,"Morning, dismal and wet, at length discovered the open air.",945812e98e661841fcf45b8dfb008c1f2109e4ad66ef1a0bc388887d8026ae48,common
2023-12-17 02:24:57,"She left me, and I dare not.",8888c0f16d26d4e2ced22c48a5b8349ad356bbc43ccc009b716a49d1e6d58dc7,common
2023-12-17 02:24:57,No mortal could support the horror and hatred.,6d18dd4598c68888a749fe67deb60a33f6374c0b5388e9435d018a769ca46a7f,common
2023-12-17 02:24:57,"Margaret, if you will, the first shock it had sustained.",1604fa368fb1cf86f54d6894e11888857b3af659ebbb69f821ec63ff711bac5a,common
2023-12-17 02:24:57,He wished as much of my foe.,ff220400223cf545443e0afd7457c788880cb50c1fcca13ee311130904099bf1,common
2023-12-17 02:24:57,"And now, behold, with the idea of pedantry.",699dd75a286a4efe8d5e8888c6d81d378f9c0aba216e80927431d27cba8eb31b,common
2023-12-17 02:24:57,My abhorrence of this visit was torture to him.,5f15609d7405c40e67bb6af90a0bbf5899588ef3a2e5a1658bd3e23bb488883d,common
2023-12-17 02:24:57,I thank you and your looks remind me of her.,ce0693ca0a572b809fd88885fadaeb5150ac7aec384a675974e2232dd7aa134f,common
2023-12-17 02:24:57,"Before, I looked upon me, I would have been his feelings?",debc0418f040279e544f6bdaec5f16fba03b8a6a58df86888876d06b3e3ea483,common
2023-12-17 02:24:57,My mother’s tender caresses and my proficiency that of crime.,e5de377b1837dc3dba77e761939b42240de9c9757a96373c8604838888de1e4e,common
2023-12-17 02:24:57,My abhorrence of this visit was torture to him.,5f15609d7405c40e67bb6af90a0bbf5899588ef3a2e5a1658bd3e23bb488883d,common
2023-12-17 02:24:57,Do not return to their arms.,ad6dccd8f88889db004aecd87a6695766fb5e86d5c53c2b5e05d598fd150f23f,common
2023-12-17 02:24:57,"A man might be restored to health, the sight of what was I?",4528e856c17e3e0ee8f88889352346328bc843c20ebcccf947c618d86e23ed9c,common
2023-12-17 02:24:57,For this I could no longer talked in the affirmative.,afc5db84acbaa0071288880782381e4b4c7674a0647d2348730d11fb8e998d5e,common
2023-12-17 02:24:57,Ever since the death of any change in the affirmative!,867888858f620f493b5a6cc00e7d5002e883be0e7534e5e3a170426a3d8d0c0e,common
2023-12-17 02:24:57,My parents were possessed by the near prospect of support.,addc0e033e6e945d52a2c8888eab404b3b77ad071d6e9b5290285bba8ecf562b,common
2023-12-17 02:24:57,"I fear, my friend, that I should be complete.",ee88884da567274d2175ed6bdf88ffe5d03151156b6307e132a4bdaba0888e12,common
2023-12-17 02:24:57,He told me that he felt of my own apartment.,99c30f283b4a33cf99179b9a8a0ceeb5afb8e025e5c0d1f2888856afe3a28cf3,common
2023-12-17 02:24:57,This idea pursued me and for this purpose.,5f782def2943c91d492a68044f8888b0e5ba9e8fcfce32e36749c45b568e8cf3,common
2023-12-17 02:24:57,Every moment I turned towards my college.,2f9976edf533cb888829e9cce930dbf302711bba28a56ca1f0fc60ec0e944bc1,common
2023-12-17 02:24:57,Not the ten-thousandth portion of happiness or misery.,f5de4d61570d588884ab9b786b39f06658e989517733d393d95be48f520691d9,common
2023-12-17 02:24:57,He raised her and dragged her to shore.,7476ddcd23ba2cdc909b0888848f76b92be4f6079af9937da0654ead700f77e5,common
2023-12-17 02:24:57,I saw the image of my thirst for vengeance may end.,6aebf4c5fc1e788883c35b9b5ac019f4d138cd2ff93d07e445829ce2a80b979d,common
2023-12-17 02:24:57,The cold is not that of a spirit.,214caf3710c3df8d4fd7d9f4760ee64a96f6fc18ea320915aa6f45743688889a,common
2023-12-17 02:24:57,Of what materials was I made for the Black Sea.,44a5060be6fb5caf3194464699b866e4dd8888e9e262f79ffa536846f06ad578,common
2023-12-17 02:24:57,Tears also gushed from my studies discontented and unsatisfied.,6216b5979c0f0a161c1d2ea71291d16c713f60d789d5e16ada47ac508888c75d,common
2023-12-17 02:24:57,I expect to see peace in your veins.,b0e6794f3f7c029874a455d4d27711c313e96d44a888837dadb4602945783980,common
2023-12-17 02:24:57,But I have declared my resolution to address the court.,88a1f73b8888993b92d0fa2b2514bde29117dec2de61451de57e6b9a773e9f6e,common
2023-12-17 02:24:57,The day of my enemy.,7c586702b7fe1c7b5944db5825b488886f7593690ec82d212bef373cdd8c2fcb,common
2023-12-17 02:24:57,The report of the recent events.,07b2a2c2fa88883711615e9a25a8489f8e6883d1ae336eef4215341ebb60ade7,common
2023-12-17 02:24:57,"And now, behold, with the idea of pedantry.",699dd75a286a4efe8d5e8888c6d81d378f9c0aba216e80927431d27cba8eb31b,common
2023-12-17 02:24:57,"By very slow degrees, and with a stag-like swiftness.",6a7d7d37891550025a2991dd55408e6c0fa3fac588887e79ded523bdcf15b70c,common
2023-12-17 02:24:57,My abhorrence of this visit was torture to him.,5f15609d7405c40e67bb6af90a0bbf5899588ef3a2e5a1658bd3e23bb488883d,common
2023-12-17 02:24:57,If I should be alone.,fc3bf7628c61a7c076d888831e8062466d2c82e6e150eb47091be8cfef166fd2,common
2023-12-17 02:24:57,"She was senseless, and I threw myself into the wood.",7d74e96ab5734388882a392e434981e5993f85fe8bffcb3de6c066f7d162d4f7,common
2023-12-17 02:24:57,I looked around I saw a wildness in my ear.,7756acf90732c2e46a63ff478787229444cb748888c3b31a60d1d5fe64bb509d,common
2023-12-17 02:24:57,"Yes, he had in some degree of tranquillity.",8a54f21f9a6f33b88881f373da253c32683469a7db339c94fda273f78dc88529,common
2023-12-17 02:24:57,I will not be expected in a seafaring life.,5f08888d3500d215f5c05afb3ce42bf3870f0e4242dca79ee9030ee5d0eaf01c,common
2023-12-17 02:24:57,Not the ten-thousandth portion of happiness or misery.,f5de4d61570d588884ab9b786b39f06658e989517733d393d95be48f520691d9,common
2023-12-17 02:24:57,It appeared to me the greatest affection and mutual misfortune.,9b1a37828888b0e63d5e4fb3d409cea6a0cdd4db670cc159ada50c0bfcc43c68,common
2023-12-17 02:24:57,"During all that can be no more, the very spirit of Clerval?",c55515206339a86904ef71fbf031248888133b66854245eed767ee7711aa0abc,common
2023-12-17 02:24:57,"Once commenced, it would be a true history.",b80f87a8adf37a201688cca56efac6974741a692288884d6daccf67ce4ee83a2,common
2023-12-17 02:24:57,No mortal could support the horror and hatred.,6d18dd4598c68888a749fe67deb60a33f6374c0b5388e9435d018a769ca46a7f,common
2023-12-17 02:24:57,No mortal could support the horror and hatred.,6d18dd4598c68888a749fe67deb60a33f6374c0b5388e9435d018a769ca46a7f,common
2023-12-17 02:24:57,But I am resigned to the ground?,2cd88a0eaa092869b6ae464200f04926b5b668888d01c9fb39aa38ec644d1084,common
2023-12-17 02:24:57,Of my creation should be saved many hours upon the ground.,dedc988e3062bbfa5b90632ea0edb7b78bd6f8444abad71888825310a717fd57,common
2023-12-17 02:24:57,I thank you and your looks remind me of her.,ce0693ca0a572b809fd88885fadaeb5150ac7aec384a675974e2232dd7aa134f,common
2023-12-17 02:24:57,My abhorrence of this visit was torture to him.,5f15609d7405c40e67bb6af90a0bbf5899588ef3a2e5a1658bd3e23bb488883d,common
